ImageName,Car,Bus,Other,Bridge,Bicycle,Palm,Stair,Motorcycle,Chimney,Crosswalk,Hydrant,Traffic Light
05653.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
05654.png,0.0017,0.0005,0.9836,0.0017,0.001,0.0017,0.0007,0.0006,0.0059,0.0008,0.001,0.001
05655.png,0.9705,0.0028,0.0019,0.002,0.0016,0.0021,0.0032,0.0018,0.0007,0.0102,0.0004,0.0027
05656.png,0.9802,0.0036,0.0008,0.0013,0.0031,0.0024,0.0015,0.0029,0.0009,0.0017,0.0007,0.001
05657.png,0.0007,0.0004,0.9926,0.0011,0.0005,0.0008,0.0003,0.0003,0.001,0.0006,0.0005,0.001
05658.png,0.0004,0.0002,0.0003,0.0003,0.0003,0.9966,0.0003,0.0004,0.0003,0.0003,0.0003,0.0004
05659.png,0.9947,0.0006,0.0005,0.0007,0.0005,0.0004,0.0003,0.0006,0.0002,0.0005,0.0003,0.0007
05660.png,0.0003,0.0005,0.0003,0.0003,0.0002,0.0002,0.0004,0.0003,0.0002,0.9969,0.0002,0.0002
05661.png,0.9871,0.0006,0.0013,0.0016,0.002,0.0014,0.0012,0.0013,0.0013,0.0008,0.0006,0.0008
05662.png,0.0001,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.9985,0.0001
05663.png,0.3308,0.009,0.4352,0.1694,0.0075,0.0096,0.0086,0.0052,0.0078,0.0064,0.006,0.0045
05664.png,0.0063,0.0004,0.0004,0.0005,0.0005,0.9887,0.0005,0.0007,0.0004,0.0006,0.0004,0.0006
05665.png,0.9928,0.0006,0.0006,0.001,0.0007,0.0011,0.0005,0.0007,0.0004,0.001,0.0002,0.0005
05666.png,0.0014,0.0017,0.0192,0.0054,0.0024,0.0011,0.9544,0.0025,0.0068,0.0012,0.0015,0.0024
05667.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
05668.png,0.0009,0.0002,0.0005,0.0005,0.0002,0.0007,0.0003,0.0003,0.0003,0.0004,0.0002,0.9954
05669.png,0.0004,0.0002,0.0002,0.0003,0.9972,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
05670.png,0.0123,0.0049,0.8596,0.0059,0.0026,0.0895,0.0034,0.0042,0.0096,0.0031,0.0015,0.0032
05671.png,0.0004,0.9976,0.0004,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
05672.png,0.0003,0.0002,0.0003,0.0003,0.9971,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
05673.png,0.4483,0.0043,0.487,0.0224,0.0047,0.0102,0.0046,0.0031,0.0089,0.0026,0.0019,0.002
05674.png,0.0008,0.0008,0.0013,0.001,0.0011,0.0013,0.0013,0.0012,0.9882,0.0012,0.001,0.0007
05675.png,0.0133,0.0057,0.827,0.1001,0.0131,0.019,0.0034,0.0034,0.0086,0.0029,0.0016,0.002
05676.png,0.0002,0.0007,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.997,0.0002,0.0003
05677.png,0.0239,0.0033,0.1799,0.0131,0.0124,0.7177,0.0078,0.0136,0.0078,0.0118,0.0046,0.0042
05678.png,0.0003,0.0003,0.0003,0.0003,0.9972,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002
05679.png,0.9931,0.0004,0.0005,0.0007,0.0005,0.0008,0.0003,0.0006,0.0003,0.0014,0.0002,0.0012
05680.png,0.0013,0.0007,0.0011,0.0005,0.9931,0.0003,0.0006,0.0005,0.0005,0.0005,0.0005,0.0003
05681.png,0.001,0.9961,0.0003,0.0003,0.0004,0.0004,0.0002,0.0002,0.0003,0.0004,0.0002,0.0003
05682.png,0.0002,0.0005,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9973,0.0002,0.0002
05683.png,0.0003,0.0002,0.0003,0.0002,0.9972,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
05684.png,0.9919,0.001,0.0007,0.0012,0.0008,0.001,0.0006,0.0008,0.0005,0.0006,0.0005,0.0006
05685.png,0.0002,0.0005,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9972,0.0001,0.0002
05686.png,0.5189,0.005,0.0128,0.4131,0.0042,0.0068,0.0039,0.0035,0.0039,0.004,0.002,0.0219
05687.png,0.0002,0.0004,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9972,0.0002,0.0004
05688.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.9986,0.0001
05689.png,0.0002,0.0006,0.0004,0.0003,0.0003,0.0002,0.0003,0.0003,0.0002,0.9967,0.0002,0.0003
05690.png,0.0003,0.0003,0.0004,0.0003,0.0003,0.9963,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004
05691.png,0.0004,0.0003,0.0006,0.0004,0.0002,0.9957,0.0004,0.0004,0.0005,0.0003,0.0004,0.0005
05692.png,0.8278,0.0067,0.1155,0.009,0.0142,0.0021,0.0041,0.0041,0.0041,0.0059,0.0019,0.0046
05693.png,0.9909,0.0008,0.0009,0.0008,0.0015,0.0009,0.0007,0.001,0.0006,0.0006,0.0007,0.0005
05694.png,0.0012,0.0017,0.009,0.0045,0.0018,0.9741,0.0014,0.001,0.0028,0.0011,0.0007,0.0009
05695.png,0.0502,0.0015,0.0588,0.871,0.0026,0.0019,0.0023,0.002,0.004,0.0013,0.0011,0.0034
05696.png,0.9913,0.001,0.0008,0.0019,0.0011,0.0005,0.0006,0.0008,0.0004,0.0005,0.0002,0.001
05697.png,0.0005,0.0007,0.0019,0.0011,0.0009,0.0006,0.9889,0.0013,0.0024,0.0005,0.0004,0.0009
05698.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.9989,0.0001
05699.png,0.6783,0.0025,0.051,0.0096,0.0026,0.1093,0.003,0.0027,0.0029,0.008,0.0016,0.1285
05700.png,0.0004,0.0004,0.0004,0.0006,0.9899,0.0006,0.0008,0.0041,0.0009,0.0005,0.0004,0.001
05701.png,0.0009,0.0003,0.0003,0.0003,0.0002,0.0006,0.0002,0.0003,0.0003,0.0004,0.0002,0.9961
05702.png,0.9964,0.0003,0.0004,0.0003,0.0004,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.0005
05703.png,0.0011,0.0004,0.002,0.0005,0.9925,0.0004,0.0006,0.0005,0.0007,0.0005,0.0003,0.0003
05704.png,0.2364,0.0077,0.6915,0.0214,0.0052,0.0053,0.0046,0.0042,0.0045,0.0053,0.0016,0.0122
05705.png,0.0016,0.0009,0.0118,0.0012,0.0006,0.0032,0.0006,0.0007,0.0009,0.0033,0.0005,0.9748
05706.png,0.058,0.0009,0.0008,0.0016,0.0011,0.0011,0.0009,0.0013,0.0009,0.0011,0.0005,0.9317
05707.png,0.0004,0.0002,0.0003,0.0003,0.997,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
05708.png,0.9883,0.0011,0.0007,0.0014,0.0014,0.002,0.0009,0.0015,0.0006,0.0009,0.0006,0.0006
05709.png,0.7876,0.0034,0.0039,0.0047,0.0026,0.0022,0.0026,0.0031,0.0029,0.1413,0.0031,0.0425
05710.png,0.0005,0.997,0.0003,0.0002,0.0003,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0003
05711.png,0.0004,0.0008,0.0005,0.0003,0.0002,0.0002,0.0003,0.0002,0.0003,0.996,0.0002,0.0007
05712.png,0.0007,0.0002,0.0006,0.9951,0.0004,0.0004,0.0005,0.0004,0.0005,0.0005,0.0004,0.0003
05713.png,0.0009,0.0003,0.0011,0.0009,0.0006,0.9903,0.0007,0.0008,0.0013,0.0004,0.001,0.0018
05714.png,0.0014,0.0004,0.001,0.9935,0.0004,0.0003,0.0005,0.0004,0.0007,0.0004,0.0004,0.0007
05715.png,0.0003,0.9972,0.0004,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0002
05716.png,0.0013,0.0003,0.0003,0.0003,0.9957,0.0003,0.0003,0.0004,0.0003,0.0004,0.0002,0.0002
05717.png,0.0119,0.9843,0.0003,0.0004,0.0005,0.0004,0.0003,0.0004,0.0003,0.0005,0.0002,0.0004
05718.png,0.9865,0.0008,0.0039,0.002,0.0009,0.0006,0.0007,0.0006,0.0004,0.0012,0.0006,0.0019
05719.png,0.994,0.0009,0.0003,0.0007,0.0006,0.0006,0.0004,0.0007,0.0003,0.0005,0.0003,0.0006
05720.png,0.0024,0.0013,0.0262,0.0077,0.003,0.0087,0.9103,0.0053,0.0254,0.0012,0.0011,0.0074
05721.png,0.9802,0.002,0.0012,0.0025,0.0022,0.003,0.0015,0.003,0.0009,0.0017,0.0009,0.0009
05722.png,0.0026,0.0063,0.0009,0.0013,0.0017,0.0015,0.0013,0.0013,0.0009,0.001,0.0007,0.9805
05723.png,0.0003,0.0004,0.0006,0.0005,0.0003,0.0002,0.0003,0.0003,0.0004,0.9961,0.0002,0.0004
05724.png,0.9543,0.0052,0.0131,0.0039,0.013,0.0012,0.0017,0.0017,0.0022,0.001,0.001,0.0017
05725.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
05726.png,0.9906,0.0009,0.0004,0.0012,0.001,0.0008,0.0006,0.0014,0.0005,0.0009,0.0004,0.0011
05727.png,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9975,0.0002,0.0002
05728.png,0.0005,0.0005,0.0007,0.0007,0.0006,0.0004,0.9924,0.0011,0.0014,0.0006,0.0005,0.0006
05729.png,0.0016,0.0004,0.0012,0.9917,0.0007,0.0006,0.0006,0.0007,0.0008,0.0006,0.0006,0.0005
05730.png,0.0004,0.0002,0.0003,0.0003,0.0002,0.9967,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004
05731.png,0.9915,0.0004,0.0008,0.0011,0.0009,0.0012,0.0006,0.001,0.0006,0.0006,0.0007,0.0006
05732.png,0.0004,0.0002,0.0004,0.0003,0.0003,0.9964,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004
05733.png,0.2116,0.2234,0.4203,0.0179,0.0188,0.0191,0.0245,0.0213,0.0123,0.0113,0.0115,0.0079
05734.png,0.9869,0.0012,0.0019,0.0016,0.0014,0.0017,0.0011,0.0011,0.0007,0.0008,0.0003,0.0013
05735.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
05736.png,0.0334,0.0042,0.9166,0.0114,0.005,0.0042,0.0044,0.0024,0.0039,0.0075,0.002,0.0051
05737.png,0.9929,0.0008,0.0007,0.0009,0.0005,0.0007,0.0005,0.0005,0.0004,0.0005,0.0003,0.0014
05738.png,0.9896,0.0007,0.0007,0.0012,0.0009,0.0018,0.0007,0.0011,0.0005,0.0015,0.0003,0.001
05739.png,0.9942,0.0004,0.0006,0.0008,0.0005,0.001,0.0004,0.0005,0.0004,0.0005,0.0003,0.0004
05740.png,0.121,0.0012,0.0038,0.0017,0.0006,0.8525,0.0017,0.0017,0.0012,0.0014,0.0011,0.0123
05741.png,0.0002,0.0005,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.9971,0.0002,0.0003
05742.png,0.0004,0.0005,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9971,0.0002,0.0003
05743.png,0.0003,0.0005,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.9965,0.0002,0.0009
05744.png,0.0005,0.9976,0.0002,0.0001,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001
05745.png,0.0005,0.0005,0.0012,0.0008,0.0014,0.0006,0.9915,0.001,0.0011,0.0005,0.0004,0.0004
05746.png,0.0003,0.0005,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9975,0.0002,0.0002
05747.png,0.9886,0.0005,0.0008,0.0013,0.0016,0.0012,0.0008,0.0015,0.0007,0.0013,0.0007,0.0008
05748.png,0.9908,0.0005,0.0006,0.0013,0.001,0.0008,0.0006,0.001,0.0004,0.001,0.0004,0.0015
05749.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
05750.png,0.0006,0.9973,0.0002,0.0002,0.0005,0.0002,0.0001,0.0002,0.0001,0.0003,0.0001,0.0002
05751.png,0.0004,0.0003,0.0003,0.0004,0.0002,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.9967
05752.png,0.0064,0.0013,0.0344,0.0012,0.001,0.9487,0.0007,0.0013,0.0012,0.0013,0.0005,0.0021
05753.png,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.9974,0.0002,0.0002
05754.png,0.3869,0.0078,0.3275,0.2148,0.0079,0.0087,0.0054,0.0031,0.0081,0.0133,0.0018,0.0148
05755.png,0.0003,0.998,0.0001,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
05756.png,0.1196,0.0015,0.0226,0.0024,0.0027,0.8398,0.0014,0.0017,0.0015,0.0022,0.0009,0.0037
05757.png,0.0401,0.9258,0.004,0.0038,0.012,0.0016,0.0042,0.0024,0.0017,0.0013,0.0014,0.0016
05758.png,0.0003,0.0003,0.0002,0.0003,0.9968,0.0003,0.0003,0.0005,0.0003,0.0003,0.0002,0.0002
05759.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002,0.9986,0.0001
05760.png,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
05761.png,0.0003,0.0003,0.0003,0.0002,0.9971,0.0002,0.0002,0.0004,0.0003,0.0004,0.0002,0.0002
05762.png,0.0012,0.9967,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
05763.png,0.0251,0.0061,0.9006,0.0106,0.0089,0.0144,0.0058,0.0067,0.0064,0.0042,0.0068,0.0044
05764.png,0.0007,0.0003,0.0004,0.0004,0.0003,0.9954,0.0004,0.0005,0.0004,0.0004,0.0003,0.0006
05765.png,0.9697,0.0006,0.0085,0.0019,0.0008,0.0032,0.0011,0.0008,0.001,0.0008,0.0005,0.0112
05766.png,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002,0.0003,0.0002,0.0002,0.9975,0.0002,0.0003
05767.png,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9974,0.0002,0.0002
05768.png,0.0002,0.9979,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002
05769.png,0.001,0.9967,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002
05770.png,0.9917,0.0007,0.0007,0.0012,0.0007,0.0008,0.0007,0.0008,0.0004,0.0007,0.0004,0.0012
05771.png,0.0003,0.9977,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
05772.png,0.0004,0.0005,0.0004,0.0006,0.0006,0.0006,0.993,0.0011,0.0011,0.0005,0.0005,0.0006
05773.png,0.0001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0002,0.0001,0.9984,0.0001
05774.png,0.0003,0.0003,0.0003,0.0002,0.9971,0.0002,0.0003,0.0003,0.0003,0.0002,0.0003,0.0002
05775.png,0.9958,0.0004,0.0003,0.0004,0.0005,0.0006,0.0003,0.0005,0.0003,0.0003,0.0003,0.0004
05776.png,0.0003,0.0005,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9974,0.0002,0.0002
05777.png,0.0196,0.0025,0.7494,0.0048,0.0019,0.0451,0.0018,0.0017,0.0036,0.0116,0.0006,0.1573
05778.png,0.0008,0.0004,0.0007,0.9935,0.0005,0.0006,0.0007,0.0006,0.0006,0.0006,0.0005,0.0006
05779.png,0.1202,0.7024,0.1136,0.0092,0.0143,0.0124,0.0078,0.0041,0.0048,0.0056,0.0022,0.0034
05780.png,0.0003,0.0004,0.0004,0.0004,0.0004,0.0003,0.0003,0.0003,0.0002,0.9962,0.0002,0.0007
05781.png,0.0048,0.0005,0.0006,0.9891,0.0006,0.0006,0.0007,0.0007,0.0006,0.0009,0.0004,0.0006
05782.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.9989,0.0001
05783.png,0.991,0.0007,0.0014,0.0013,0.0008,0.0009,0.0006,0.0006,0.0005,0.0007,0.0005,0.001
05784.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.9987,0.0001
05785.png,0.0003,0.0003,0.0007,0.0005,0.0003,0.0007,0.0006,0.0005,0.0013,0.0003,0.0006,0.994
05786.png,0.0058,0.0026,0.904,0.0093,0.0039,0.0505,0.003,0.0031,0.0074,0.0039,0.0024,0.0043
05787.png,0.0003,0.0003,0.0004,0.0003,0.9967,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
05788.png,0.1127,0.0542,0.155,0.0703,0.0894,0.0674,0.0538,0.0379,0.1375,0.0626,0.0755,0.0836
05789.png,0.0018,0.0004,0.0002,0.0003,0.0003,0.9949,0.0004,0.0005,0.0003,0.0004,0.0003,0.0003
05790.png,0.9867,0.0016,0.0011,0.0016,0.0013,0.0018,0.001,0.001,0.0005,0.0015,0.0005,0.0015
05791.png,0.9887,0.0007,0.0015,0.0013,0.0011,0.0017,0.0008,0.0011,0.0007,0.0008,0.0006,0.0009
05792.png,0.9633,0.0016,0.0078,0.0042,0.0043,0.0031,0.0045,0.0022,0.0025,0.0029,0.0016,0.002
05793.png,0.0003,0.0003,0.0003,0.0003,0.9971,0.0002,0.0002,0.0003,0.0002,0.0003,0.0002,0.0002
05794.png,0.0026,0.0008,0.9782,0.002,0.0012,0.007,0.0007,0.0005,0.0023,0.0016,0.0014,0.0016
05795.png,0.9914,0.0007,0.002,0.0022,0.0006,0.0005,0.0005,0.0003,0.0004,0.0004,0.0004,0.0007
05796.png,0.0005,0.0002,0.0007,0.0003,0.0002,0.9958,0.0003,0.0004,0.0004,0.0004,0.0003,0.0006
05797.png,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9976,0.0002,0.0002
05798.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.9987,0.0001
05799.png,0.0013,0.0006,0.0036,0.0008,0.0005,0.9892,0.0005,0.0005,0.0009,0.0007,0.0005,0.0011
05800.png,0.9963,0.0005,0.0003,0.0004,0.0004,0.0004,0.0002,0.0004,0.0002,0.0003,0.0002,0.0004
05801.png,0.0006,0.0005,0.0011,0.0011,0.0005,0.0005,0.9924,0.0007,0.0009,0.0006,0.0004,0.0006
05802.png,0.0003,0.0002,0.0004,0.0003,0.997,0.0002,0.0003,0.0003,0.0003,0.0004,0.0002,0.0002
05803.png,0.0048,0.0023,0.0244,0.0058,0.0028,0.003,0.0066,0.0031,0.0043,0.9357,0.0021,0.0052
05804.png,0.9907,0.0006,0.001,0.0014,0.0015,0.001,0.0005,0.0012,0.0004,0.0005,0.0005,0.0006
05805.png,0.0498,0.0104,0.779,0.0105,0.016,0.0264,0.0107,0.018,0.0168,0.0192,0.0142,0.029
05806.png,0.0071,0.001,0.973,0.0025,0.0033,0.0027,0.0018,0.0014,0.0026,0.0013,0.0011,0.0021
05807.png,0.9854,0.0015,0.0011,0.0017,0.0013,0.0019,0.001,0.0018,0.001,0.0011,0.001,0.0011
05808.png,0.9871,0.0013,0.0021,0.0019,0.0011,0.0011,0.001,0.0009,0.0006,0.001,0.0008,0.0013
05809.png,0.0139,0.002,0.92,0.0097,0.0044,0.0315,0.0028,0.0021,0.007,0.0021,0.0019,0.0026
05810.png,0.9837,0.0013,0.004,0.0025,0.0019,0.0013,0.001,0.0011,0.0005,0.001,0.0006,0.0011
05811.png,0.9963,0.0003,0.0005,0.0005,0.0004,0.0004,0.0002,0.0003,0.0002,0.0003,0.0002,0.0005
05812.png,0.9951,0.0005,0.0002,0.0006,0.0004,0.0005,0.0003,0.0003,0.0002,0.0004,0.0002,0.0011
05813.png,0.0003,0.0002,0.0003,0.0003,0.9972,0.0002,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
05814.png,0.9879,0.0007,0.0022,0.0013,0.0026,0.0004,0.001,0.0009,0.0009,0.0006,0.0009,0.0007
05815.png,0.985,0.0019,0.0018,0.0027,0.0013,0.0023,0.0014,0.001,0.0007,0.0009,0.0004,0.0004
05816.png,0.0002,0.9981,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0001,0.0002
05817.png,0.985,0.0011,0.0011,0.0022,0.0021,0.0015,0.0012,0.0019,0.0011,0.0011,0.001,0.0008
05818.png,0.0001,0.0002,0.0002,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.9981,0.0001
05819.png,0.0016,0.0006,0.9889,0.0015,0.0007,0.002,0.0006,0.0003,0.0009,0.001,0.0005,0.0016
05820.png,0.0001,0.0002,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.9986,0.0001
05821.png,0.9901,0.001,0.0009,0.0012,0.0011,0.001,0.0008,0.0014,0.0006,0.0007,0.0005,0.0006
05822.png,0.9904,0.0008,0.0011,0.0009,0.0018,0.0007,0.0005,0.001,0.0004,0.0005,0.0006,0.0014
05823.png,0.0003,0.0002,0.0003,0.0003,0.0002,0.9968,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
05824.png,0.9894,0.001,0.0019,0.0013,0.0007,0.0009,0.0007,0.0007,0.0005,0.0011,0.0004,0.0014
05825.png,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.9985,0.0001
05826.png,0.0002,0.0002,0.0004,0.0003,0.9972,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002,0.0002
05827.png,0.0009,0.0007,0.0012,0.0006,0.9743,0.0009,0.0011,0.0157,0.0014,0.0008,0.0007,0.0018
05828.png,0.001,0.0004,0.0004,0.9952,0.0003,0.0003,0.0004,0.0004,0.0004,0.0006,0.0003,0.0004
05829.png,0.0005,0.0003,0.0005,0.0004,0.0003,0.9957,0.0003,0.0003,0.0006,0.0003,0.0003,0.0002
05830.png,0.0007,0.9965,0.0002,0.0004,0.0004,0.0004,0.0002,0.0002,0.0003,0.0003,0.0002,0.0003
05831.png,0.9931,0.0011,0.0006,0.0009,0.0005,0.0011,0.0005,0.0007,0.0004,0.0004,0.0004,0.0004
05832.png,0.0005,0.0005,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9972,0.0002,0.0002
05833.png,0.9948,0.0004,0.0003,0.0006,0.0003,0.0006,0.0004,0.0004,0.0003,0.0007,0.0003,0.001
05834.png,0.0012,0.0009,0.0014,0.0012,0.0013,0.0011,0.0017,0.0015,0.9867,0.0011,0.001,0.001
05835.png,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.9988,0.0001
05836.png,0.985,0.0011,0.0016,0.0019,0.002,0.0013,0.001,0.0019,0.0009,0.0012,0.0009,0.0012
05837.png,0.0003,0.0004,0.0003,0.0003,0.9952,0.0003,0.0003,0.0004,0.0003,0.0017,0.0002,0.0002
05838.png,0.0003,0.0003,0.0003,0.0002,0.9971,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0002
05839.png,0.9874,0.0028,0.0008,0.0012,0.0019,0.0011,0.0009,0.0013,0.0005,0.0008,0.0005,0.0008
05840.png,0.0003,0.0006,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.9971,0.0002,0.0003
05841.png,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.9981,0.0001
05842.png,0.9437,0.0056,0.0232,0.0065,0.0028,0.0026,0.0018,0.0014,0.0015,0.0051,0.0012,0.0046
05843.png,0.9714,0.0085,0.005,0.0032,0.0017,0.0019,0.0014,0.0013,0.0016,0.0011,0.0009,0.002
05844.png,0.4456,0.005,0.0015,0.0034,0.0022,0.5263,0.0029,0.0042,0.0017,0.0037,0.0019,0.0016
05845.png,0.0008,0.0007,0.0002,0.0004,0.0003,0.0003,0.0003,0.0003,0.0002,0.9962,0.0002,0.0003
05846.png,0.9288,0.004,0.011,0.0117,0.0089,0.0096,0.0046,0.0079,0.0037,0.0032,0.0032,0.0033
05847.png,0.9958,0.0005,0.0006,0.0006,0.0005,0.0004,0.0003,0.0003,0.0002,0.0003,0.0003,0.0003
05848.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0001,0.9985,0.0001
05849.png,0.0002,0.0005,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.9974,0.0002,0.0002
05850.png,0.0008,0.0006,0.0005,0.0007,0.0006,0.0007,0.9925,0.001,0.0011,0.0006,0.0004,0.0005
05851.png,0.246,0.0021,0.0112,0.0088,0.0024,0.0246,0.0027,0.0033,0.0053,0.0061,0.0012,0.6863
05852.png,0.0003,0.0003,0.0008,0.9951,0.0004,0.0004,0.0006,0.0004,0.0006,0.0004,0.0004,0.0003
05853.png,0.0001,0.0003,0.0001,0.0001,0.0003,0.0002,0.0001,0.0003,0.0002,0.0002,0.998,0.0001
05854.png,0.9901,0.0012,0.0007,0.0015,0.0009,0.001,0.0008,0.0012,0.0005,0.0008,0.0005,0.0011
05855.png,0.0006,0.0007,0.0005,0.0006,0.0006,0.0007,0.9928,0.0009,0.0009,0.0006,0.0004,0.0006
05856.png,0.2041,0.0012,0.001,0.0032,0.0014,0.0013,0.0013,0.0017,0.0012,0.0019,0.0008,0.7812
05857.png,0.0154,0.0006,0.0007,0.0007,0.0004,0.002,0.0006,0.0004,0.0004,0.0008,0.0003,0.9777
05858.png,0.0006,0.0005,0.0007,0.0008,0.0006,0.0005,0.9923,0.0008,0.0016,0.0008,0.0004,0.0005
05859.png,0.0006,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.9967
05860.png,0.0003,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.9974,0.0002,0.0002
05861.png,0.0108,0.0068,0.7579,0.0056,0.0101,0.0259,0.0047,0.0121,0.0746,0.0069,0.0257,0.0587
05862.png,0.1329,0.007,0.7023,0.0042,0.0204,0.0901,0.0051,0.0072,0.0119,0.0059,0.0036,0.0095
05863.png,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.0001,0.9985,0.0001
05864.png,0.9958,0.0004,0.0004,0.0004,0.0004,0.0006,0.0003,0.0004,0.0002,0.0003,0.0002,0.0006
05865.png,0.0002,0.0004,0.0004,0.0002,0.0002,0.0003,0.0003,0.0002,0.0002,0.9972,0.0002,0.0002
05866.png,0.8747,0.0143,0.0212,0.0124,0.0155,0.0218,0.0035,0.0069,0.0027,0.0171,0.006,0.0038
05867.png,0.0005,0.0003,0.0005,0.0005,0.0003,0.0003,0.0004,0.0004,0.0006,0.0002,0.0003,0.9956
05868.png,0.9947,0.0006,0.0005,0.0006,0.0009,0.0004,0.0003,0.0005,0.0002,0.0006,0.0002,0.0005
